"DateID","LabID","CRA","Error","Material","Species","SiteID","SiteName","Longitude","Latitude","Region"
215767,"Beta-197002",3810,40,"wood","Alnus",12415,"Woodstown 6",-7.1951,52.2509,"Ireland"
201501,"Beta-197003",1230,40,"wood","Alnus",12415,"Woodstown 6",-7.1951,52.2509,"Ireland"
201502,"Beta-197004",2760,100,"wood","Alnus",12415,"Woodstown 6",-7.1951,52.2509,"Ireland"
201503,"Beta-197005",2110,80,"wood","Quercus",12415,"Woodstown 6",-7.1951,52.2509,"Ireland"
44511,"Beta-197192",4030,40,"charcoal","Quercus",11925,"Marne Barracks, Catterick, Richmondshire",-1.6125,54.3669,"NWEnglandWales"
215768,"Beta-197649",4910,40,"nutshell (charred)","Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215769,"Beta-197650",1170,40,"grain","Hordeum vulgare",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215770,"Beta-197651",1240,40,"grain","Hordeum vulgare",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215771,"Beta-197652",1150,70,"charcoal","Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215772,"Beta-197653",4790,40,"charcoal","Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215773,"Beta-197654",1340,80,"charcoal","Fraxinus excelsior",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215774,"Beta-197655",830,60,"charcoal","Alnus/Corylus",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215775,"Beta-197656",3460,80,"charcoal","Alnus",12483,"Caltragh",-8.4715,54.2706,"Ireland"
215776,"Beta-197657",3320,40,"charcoal","Corylus avellana",12483,"Caltragh",-8.4715,54.2706,"Ireland"
215777,"Beta-197658",3230,60,"charcoal","Alnus",12499,"Caltragh 6",-8.4715,54.2706,"Ireland"
201504,"Beta-197659",2730,60,"charcoal","Corylus avellana",12500,"Caltragh 7",-8.4754,54.2609,"Ireland"
215778,"Beta-197972",5030,70,"charcoal",,12502,"Caledon",-7.1535,54.6146,"Ireland"
201505,"Beta-197974",220,40,"bone","animal",12503,"Doon Quarry, Clonturkle",-7.6305,54.2073,"Ireland"
64970,"Beta-198015",870,40,"charcoal",,12507,"The ASDA site, Crawley",-0.1929,51.114,"SEEngland"
201506,"Beta-198504",1540,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201507,"Beta-198505",1570,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201508,"Beta-198506",1450,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201509,"Beta-198507",1300,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201510,"Beta-198508",1490,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201511,"Beta-198509",1340,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201512,"Beta-198510",1530,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201513,"Beta-198511",1300,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201514,"Beta-198512",1350,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201515,"Beta-198513",1310,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201516,"Beta-198514",910,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201517,"Beta-198515",1220,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201518,"Beta-198516",1320,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201519,"Beta-198517",1630,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201520,"Beta-198518",1480,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201521,"Beta-198519",1600,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201522,"Beta-198520",1310,80,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201523,"Beta-198521",1220,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201524,"Beta-198522",1450,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201525,"Beta-198523",1310,40,"bone","Homo sapiens",12496,"Ratoath",-6.4657,53.5063,"Ireland"
201526,"Beta-198850",1040,80,"charcoal",,12518,"South Hook",-5.082,51.719,"NWEnglandWales"
201527,"Beta-198851",1320,40,"charcoal",,12518,"South Hook",-5.082,51.719,"NWEnglandWales"
215779,"Beta-199750",3600,40,"charcoal","Fraxinus excelsior,Alnus",12520,"Heathstown",-6.9878,53.6291,"Ireland"
215780,"Beta-199751",3710,60,"wood","Corylus avellana",12520,"Heathstown",-6.9878,53.6291,"Ireland"
215781,"Beta-199752",4130,60,"charcoal","Fraxinus excelsior,Corylus avellana",12521,"Newdown",-7.2308,53.5042,"Ireland"
215782,"Beta-199753",3710,60,"charcoal","Fraxinus excelsior",12521,"Newdown",-7.2308,53.5042,"Ireland"
215783,"Beta-199778",3840,50,"charcoal",,12494,"Tonafortes",-8.479,54.2455,"Ireland"
215785,"Beta-199984",5160,60,"charcoal","Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215786,"Beta-199985",5230,60,"charcoal","Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215787,"Beta-199986",5030,40,"charcoal","Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215788,"Beta-199987",5150,40,"charcoal","Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215789,"Beta-199988",5080,90,"charcoal","Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215790,"Beta-199989",5090,40,"charcoal","Pomoideae,Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
215791,"Beta-199990",5080,70,"charcoal","Corylus avellana",12430,"Magheraboy",-8.4812,54.2645,"Ireland"
56787,"Beta-200075",9230,50,"nutshell (charred)","Corylus avellana",12531,"Uxbridge Business Park Plot 5 (Former Sandersons Factory), Denham",-0.4815,51.5541,"SEEngland"
225039,"Beta-200337",2200,40,"grain (charred)","Hordeum vulgare",12532,"Street House Farm, Loftus",-0.8577,54.5647,"SEEngland"
201535,"Beta-200761",3220,40,"charcoal",,12533,"Garraundarragh",-9.5654,52.2134,"Ireland"
201536,"Beta-200762",2730,70,"charcoal",,12533,"Garraundarragh",-9.5672,52.2077,"Ireland"
201537,"Beta-200763",760,40,"charcoal",,12536,"Glanbane",-9.5649,52.2151,"Ireland"
201538,"Beta-200977",1520,60,"charcoal","Corylus avellana",12542,"Magheracar 1",-8.2924,54.4703,"Ireland"
201539,"Beta-201022",980,60,"charcoal","Quercus",12546,"Jamestown B",-7.1053,53.1123,"Ireland"
215792,"Beta-201023",3050,60,"charcoal","Quercus",12547,"Corrin 1",-8.2726,52.1081,"Ireland"
226605,"Beta-201024",970,40,"charcoal","Fraxinus excelsior",12547,"Corrin 1",-8.2724,52.1113,"Ireland"
201540,"Beta-201025",720,60,"charcoal","Alnus",12547,"Corrin 1",-8.2739,52.1104,"Ireland"
201541,"Beta-201026",1370,40,"charcoal","Salix",12547,"Corrin 1",-8.2739,52.1104,"Ireland"
215793,"Beta-201027",5090,40,"charcoal","Quercus",12547,"Corrin 1",-8.2726,52.1081,"Ireland"
201542,"Beta-201028",1120,40,"charcoal","Quercus",12548,"Corrin 2",-8.2751,52.1082,"Ireland"
201543,"Beta-201029",1040,40,"charcoal","Quercus",12548,"Corrin 2",-8.2751,52.1082,"Ireland"
215794,"Beta-201030",3330,70,"charcoal","Quercus",12549,"Fermoy 2",-8.2665,52.1398,"Ireland"
226611,"Beta-201031",3660,80,"charcoal","Corylus avellana",12549,"Fermoy 2",-8.2609,52.1371,"Ireland"
215795,"Beta-201032",3810,40,"charcoal","Quercus",12549,"Fermoy 2",-8.2665,52.1398,"Ireland"
215796,"Beta-201033",4560,70,"charcoal","Quercus",12549,"Fermoy 2",-8.2665,52.1398,"Ireland"
201544,"Beta-201034",670,40,"seed",,12549,"Fermoy 2",-8.2609,52.1371,"Ireland"
215797,"Beta-201035",3210,70,"charcoal","Corylus avellana,Alnus",12552,"Scartbarry 2",-8.315,52.039,"Ireland"
201545,"Beta-201036",1540,60,"charcoal","Betula,Corylus avellana",12552,"Scartbarry 2",-8.3185,52.0355,"Ireland"
201546,"Beta-201037",400,60,"charcoal","Quercus",12560,"Mondaniel 1",-8.292,52.0899,"Ireland"
226614,"Beta-201039",970,40,"charcoal","Ilex aquifolium",12568,"Skahanagh North 2",-8.3245,52.0298,"Ireland"
201547,"Beta-201040",2480,60,"charcoal","Quercus",12568,"Skahanagh North 2",-8.3245,52.0298,"Ireland"
201548,"Beta-201041",1140,50,"charcoal","Quercus",12584,"Cappakeel 2",-7.1742,53.0881,"Ireland"
201550,"Beta-201043",1340,50,"charcoal",,12585,"Ballybrowney 1",-8.3048,52.0679,"Ireland"
215799,"Beta-201046",3910,70,"charcoal","Quercus,Alnus,Prunus",12585,"Ballybrowney 1",-8.3165,52.0665,"Ireland"
215804,"Beta-201053",3370,80,"charcoal","Quercus,Prunus",12587,"Kilbrien 1",-8.4431,51.9035,"Ireland"
226617,"Beta-201054",740,40,"charcoal","Quercus",12592,"Mondaniel 3",-8.2883,52.0943,"Ireland"
201554,"Beta-201055",1020,70,"charcoal","Quercus",12592,"Mondaniel 3",-8.2883,52.0943,"Ireland"
201555,"Beta-201056",520,60,"charcoal","Quercus",12592,"Mondaniel 3",-8.2883,52.0943,"Ireland"
226620,"Beta-201057",250,40,"charcoal","Prunus spinosa",12592,"Mondaniel 3",-8.2883,52.0943,"Ireland"
201557,"Beta-201059",200,50,"charcoal","Quercus",12592,"Mondaniel 3",-8.2883,52.0943,"Ireland"
227030,"Beta-201060",1240,60,"charcoal","Quercus",12636,"Skahanagh North site 3",-8.3284,52.0255,"Ireland"
201558,"Beta-201061",1240,70,"charcoal","Quercus",12637,"Skahanagh North 3",-8.3284,52.0255,"Ireland"
227031,"Beta-201062",1440,50,"charcoal (bulk)","Alnus,Corylus,Quercus",12636,"Skahanagh North site 3",-8.3284,52.0255,"Ireland"
201559,"Beta-201063",1290,60,"charcoal","Quercus",12637,"Skahanagh North 3",-8.3284,52.0255,"Ireland"
201560,"Beta-201064",1380,40,"charcoal","Fraxinus excelsior",12637,"Skahanagh North 3",-8.3284,52.0255,"Ireland"
215805,"Beta-201065",3090,70,"charcoal","Quercus",12638,"Skahanagh North 5",-9.128,51.547,"Ireland"
215806,"Beta-201066",3390,60,"charcoal","Quercus",12639,"Curraghprevin 3",-8.3068,52.0518,"Ireland"
215807,"Beta-201067",3620,60,"charcoal","Quercus",12639,"Curraghprevin 3",-8.3068,52.0518,"Ireland"
226623,"Beta-201068",3490,70,"charcoal","Corylus avellana",12639,"Curraghprevin 3",-8.3054,52.0553,"Ireland"
215808,"Beta-201069",4720,80,"charcoal","Quercus,Alnus",12639,"Curraghprevin 3",-8.3068,52.0518,"Ireland"
215809,"Beta-201070",4260,100,"charcoal","Quercus,Corylus avellana",12639,"Curraghprevin 3",-8.3068,52.0518,"Ireland"
215810,"Beta-201071",7330,60,"charcoal","Pinus sylvestris",12639,"Curraghprevin 3",-8.3068,52.0518,"Ireland"
201561,"Beta-201072",2610,80,"charcoal","Quercus,Alnus",12640,"Ballinahina 1",-8.2858,52.097,"Ireland"
201562,"Beta-201073",2530,130,"charcoal","Quercus",12640,"Ballinahina 1",-8.2858,52.097,"Ireland"
201563,"Beta-201074",2140,60,"charcoal","Quercus",12641,"Maulane East 1",-8.3046,52.0634,"Ireland"
201564,"Beta-201075",620,40,"charcoal","Fraxinus excelsior",12642,"Morett 6",-7.2001,53.0775,"Ireland"
201565,"Beta-201077",1560,40,"charcoal","Fraxinus excelsior",12643,"Garrynacole 1",-8.2966,52.0823,"Ireland"
201566,"Beta-201078",1620,40,"charcoal","Betula",12643,"Garrynacole 1",-8.2966,52.0823,"Ireland"
226631,"Beta-201079",2750,80,"charcoal","Quercus",12644,"Ballybrowney Lower 2",-8.3046,52.0661,"Ireland"
215811,"Beta-201080",3470,60,"charcoal","Alnus",12645,"Scartbarry 1",-8.315,52.039,"Ireland"
215812,"Beta-201081",3150,60,"charcoal","Corylus avellana",12645,"Scartbarry 1",-8.315,52.039,"Ireland"
215813,"Beta-201082",3030,80,"charcoal","Quercus",12645,"Scartbarry 1",-8.315,52.039,"Ireland"
215814,"Beta-201083",3160,100,"charcoal","Corylus avellana",12645,"Scartbarry 1",-8.315,52.039,"Ireland"
201568,"Beta-201084",2970,90,"charcoal","Quercus",12645,"Scartbarry 1",-8.3171,52.0401,"Ireland"
201569,"Beta-201085",2660,40,"charcoal","Corylus avellana",12646,"Rath-Healy 2",-8.2659,52.1483,"Ireland"
226634,"Beta-201086",2870,40,"charcoal","Maloideae",12646,"Rath-Healy 2",-8.2659,52.1483,"Ireland"
201570,"Beta-201087",2980,40,"charcoal","Pomoideae",12646,"Rath-Healy 2",-8.2659,52.1483,"Ireland"
201571,"Beta-201089",1120,100,"grain","Cerealia",12647,"Ballynamona 1",-8.2662,52.1497,"Ireland"
201572,"Beta-201090",2870,40,"charcoal","Quercus",12648,"Lisnagar Demesne 3",-8.3002,52.0774,"Ireland"
215815,"Beta-201091",3510,60,"charcoal","Alnus",12649,"Lisnagar Demesne 2",-8.2998,52.0771,"Ireland"
201573,"Beta-201092",2830,60,"charcoal","Quercus",12649,"Lisnagar Demesne 2",-8.3005,52.077,"Ireland"
215816,"Beta-201093",3630,60,"charcoal","Quercus",12650,"Fermoy 3",-8.2665,52.1398,"Ireland"
226642,"Beta-201095",2520,70,"charcoal","Quercus",12651,"Fermoy 1",-8.2602,52.1398,"Ireland"
201574,"Beta-201096",2870,40,"charcoal","Quercus",12651,"Fermoy 1",-8.2618,52.1388,"Ireland"
215817,"Beta-201097",3890,60,"charcoal","Corylus avellana,Alnus,Quercus",12652,"Lisnasallagh 2",-7.883,51.94,"Ireland"
201575,"Beta-201098",2050,60,"charcoal","Quercus",12653,"Lisnagar Demesne 1",-8.3035,52.0715,"Ireland"
61946,"Beta-201099",2210,60,"bone","Homo sapiens",12655,"Lisnagar Demesne",-8.3035,52.0715,"Ireland"
201576,"Beta-201100",2860,80,"charcoal","Quercus",12653,"Lisnagar Demesne 1",-8.3035,52.0715,"Ireland"
201577,"Beta-201101",670,40,"charcoal",,12656,"Morett 15",-7.1953,53.0798,"Ireland"
215818,"Beta-201102",3830,90,"charcoal","Alnus,Corylus avellana",12657,"Corrin 6",-8.2726,52.1081,"Ireland"
215819,"Beta-201103",3860,80,"charcoal","Alnus",12657,"Corrin 6",-8.2726,52.1081,"Ireland"
201578,"Beta-201104",2760,60,"charcoal","Alnus",12658,"Fermoy 4",-8.2604,52.1296,"Ireland"
201579,"Beta-201105",2660,40,"charcoal","Salix",12658,"Fermoy 4",-8.2604,52.1296,"Ireland"
226651,"Beta-201106",980,60,"charcoal","Quercus",12659,"Rath-Healy 3",-8.262,52.1429,"Ireland"
226652,"Beta-201107",220,40,"charcoal","Prunus sylvestris",12659,"Rath-Healy 3",-8.262,52.1429,"Ireland"
201580,"Beta-201108",1980,60,"charcoal","Corylus avellana",12660,"Scartbarry 3",-8.3108,52.0461,"Ireland"
201581,"Beta-201109",2880,60,"charcoal","Quercus",12661,"Cappakeel 4",-7.3323,52.9943,"Ireland"
226654,"Beta-201766",3260,40,"charcoal","Quercus",12662,"Ballybrowney Lower 1",-8.3033,52.0688,"Ireland"
201582,"Beta-202182",1790,50,"charcoal","Quercus",12664,"Knockbrack AR02",-9.3554,52.3357,"Ireland"
201583,"Beta-202183",2780,40,"charcoal","Alnus/Corylus avellana",12665,"Kilmaniheen West AR03",-9.3457,52.3428,"Ireland"
201584,"Beta-202184",2860,40,"charcoal","Corylus avellana",12666,"Kilmaniheen West AR04",-9.3434,52.3438,"Ireland"
215820,"Beta-202234",3850,60,"charcoal","Quercus",12667,"Cloncurry 1",-6.7919,53.4153,"Ireland"
215821,"Beta-202527",3330,40,"charcoal",,12669,"Newtown 1",-8.2928,52.8778,"Ireland"
201585,"Beta-202529",2830,50,"charcoal",,12670,"Newtown 2",-7.3228,53.5028,"Ireland"
215822,"Beta-202530",3080,40,"charcoal","Alnus",12671,"Newtown 3",-7.3232,53.5027,"Ireland"
225722,"Beta-203146",4840,40,"nutshell (charred)","Corylus avellana",12673,"Barnsdale Bar Quarry Southern Extension, Norton, Doncaster",-1.2295,53.6195,"NWEnglandWales"
225723,"Beta-203147",4870,40,"nutshell (charred)","Corylus avellana",12673,"Barnsdale Bar Quarry Southern Extension, Norton, Doncaster",-1.2295,53.6195,"NWEnglandWales"
201603,"Beta-203724",1330,70,"charcoal",,12585,"Ballybrowney 1",-8.3048,52.0679,"Ireland"
201604,"Beta-203725",1710,40,"charcoal","Quercus",12674,"Rath-Healy 1",-8.2641,52.1435,"Ireland"
226655,"Beta-203726",2850,60,"charcoal","Quercus",12674,"Rath-Healy 1",-8.2641,52.1435,"Ireland"
215823,"Beta-203727",3570,40,"charcoal","Prunus",12674,"Rath-Healy 1",-8.2681,52.1455,"Ireland"
226656,"Beta-203728",1550,40,"charcoal","Fraxinus excelsior",12674,"Rath-Healy 1",-8.2641,52.1435,"Ireland"
226657,"Beta-203729",2880,40,"charcoal","Quercus",12648,"Lisnagar Demesne 3",-8.2986,52.0783,"Ireland"
215824,"Beta-203730",3610,40,"bone","Homo sapiens",12675,"Kilmorebrannagh 2",-6.8948,53.4108,"Ireland"
201605,"Beta-203842",3350,40,"charcoal",,12676,"Great Wilbraham",0.2511,52.197,"SEEngland"
201606,"Beta-204040",1910,40,"charcoal",,12458,"Erglodd",-3.9672,51.9484,"NWEnglandWales"
201607,"Beta-204041",1990,40,"charcoal",,12458,"Erglodd",-3.9672,51.9484,"NWEnglandWales"
201608,"Beta-204430",2000,40,"charcoal",,12726,"Gwinllian Glan Morfa",-4.3426,53.1882,"NWEnglandWales"
201609,"Beta-204431",2990,60,"charcoal",,12727,"Llwyngwyn Farm",-4.3721,51.8036,"NWEnglandWales"
55220,"Beta-204432",3870,70,"charcoal","Quercus,Corylus",12728,"Bryn Bachau, A497 Road Improvement Scheme",-4.3321,52.909,"NWEnglandWales"
55222,"Beta-204433",2920,50,"charcoal","Corylus",12729,"Glannynnau, A497 Road Improvement Scheme",-4.3065,52.9148,"NWEnglandWales"
201612,"Beta-204434",3810,120,"charcoal","Corylus avellana,Quercus",12728,"Bryn Bachau, A497 Road Improvement Scheme",-4.3321,52.909,"NWEnglandWales"
55155,"Beta-204435",1450,40,"charcoal","Corylus,Betula",10702,"Tywyn y Capel",-4.6169,53.2792,"NWEnglandWales"
201614,"Beta-205125",1840,40,"charcoal",,12730,"Tremadog",-4.1488,52.9406,"NWEnglandWales"
201615,"Beta-205126",1820,40,"charcoal",,12730,"Tremadog",-4.1488,52.9406,"NWEnglandWales"
201616,"Beta-205127",1830,40,"charcoal",,12730,"Tremadog",-4.1488,52.9406,"NWEnglandWales"
201617,"Beta-205128",1770,40,"charcoal",,12730,"Tremadog",-4.1488,52.9406,"NWEnglandWales"
201618,"Beta-205166",1350,60,"bone","animal",12731,"Leggetsrath West",-7.2282,52.6532,"Ireland"
201619,"Beta-205167",900,70,"charcoal",,12731,"Leggetsrath West",-7.2282,52.6532,"Ireland"
201620,"Beta-205168",1180,60,"charcoal",,12731,"Leggetsrath West",-7.2282,52.6532,"Ireland"
201621,"Beta-205169",1100,60,"charcoal",,12731,"Leggetsrath West",-7.2282,52.6532,"Ireland"
215825,"Beta-205170",3780,40,"charcoal",,12732,"Garrincreen",-7.2258,52.6604,"Ireland"
201622,"Beta-205171",1920,40,"charcoal","Corylus avellana",12733,"Morett 4",-7.2056,53.0742,"Ireland"
215826,"Beta-205182",3630,60,"charcoal","Corylus",12734,"Sminver 1",-8.1907,54.4916,"Ireland"
201623,"Beta-205183",2040,50,"charcoal","Corylus avellana",12735,"Ballynacarrick 1",-8.1843,54.4958,"Ireland"
215827,"Beta-205184",5160,40,"charcoal","Pinus",12735,"Ballynacarrick 1",-8.187,54.4971,"Ireland"
201624,"Beta-205185",1610,50,"charcoal","Quercus,Betula",12736,"Magheracar 2",-8.2924,54.4703,"Ireland"
201625,"Beta-205186",940,50,"charcoal","Corylus avellana",12736,"Magheracar 2",-8.2924,54.4703,"Ireland"
201626,"Beta-205207",1840,60,"charcoal","Quercus",12737,"Glan Morfa Bach",-4.3738,52.901,"NWEnglandWales"
226658,"Beta-205299",1970,40,"organic matter (charred)",,12738,"Coonagh West 4",-8.6893,52.6624,"Ireland"
226659,"Beta-205300",3260,40,"wood",,12738,"Coonagh West 4",-8.6893,52.6624,"Ireland"
226660,"Beta-205301",3820,50,"wood",,12738,"Coonagh West 4",-8.6893,52.6624,"Ireland"
53745,"Beta-205533",3360,40,"charcoal",,12479,"Bradley Fen",-0.1795,52.564,"SEEngland"
61956,"Beta-205534",2880,40,"wood",,12479,"Bradley Fen",-0.1795,52.564,"SEEngland"
53752,"Beta-205536",2940,40,"wood",,12479,"Bradley Fen",-0.1795,52.564,"SEEngland"
59039,"Beta-205538",2680,40,"seed (charred)",,12479,"Bradley Fen",-0.1795,52.564,"SEEngland"
61957,"Beta-205539",3690,40,"charcoal",,12479,"Bradley Fen",-0.1795,52.564,"SEEngland"
53748,"Beta-205540",3490,40,"charcoal",,12479,"Bradley Fen",-0.1795,52.564,"SEEngland"
53746,"Beta-205541",3770,40,"charcoal",,12479,"Bradley Fen",-0.1795,52.564,"SEEngland"
53747,"Beta-205542",3320,40,"charcoal",,12479,"Bradley Fen",-0.1795,52.564,"SEEngland"
59815,"Beta-205544",2370,40,"seed (charred)",,12739,"The King's Dyke",-0.169,52.5666,"SEEngland"
201627,"Beta-206066",1790,80,"charcoal","Fraxinus excelsior,Salix",12736,"Magheracar 2",-8.2924,54.4703,"Ireland"
215828,"Beta-206282",4690,40,"charcoal","Corylus avellana",12083,"Lower Luggy",-3.1814,52.609,"NWEnglandWales"
215829,"Beta-206283",4980,40,"charcoal","Corylus avellana",12083,"Lower Luggy",-3.1814,52.609,"NWEnglandWales"
201628,"Beta-206284",7060,50,"charcoal","Corylus avellana",12083,"Lower Luggy",-3.1814,52.609,"NWEnglandWales"
215830,"Beta-206327",6110,40,"charcoal",,12740,"Toome, Brecart",-6.4614,54.7134,"Ireland"
215831,"Beta-206328",3640,40,"seed (charred)",,12740,"Toome, Brecart",-6.4614,54.7134,"Ireland"
201629,"Beta-206702",1230,40,"charcoal","Salix",12743,"Ballaghderg",-7.7281,54.9846,"Ireland"
225488,"Beta-207050",4820,40,"nutshell (charred)","Corylus avellana",12744,"New Cowper Quarry",-3.3727,54.801,"NWEnglandWales"
201630,"Beta-207370",1400,40,"grain","Cerealia",12745,"Knockbrack AR01",-9.3595,52.3297,"Ireland"
201631,"Beta-207372",1420,40,"charcoal","Corylus avellana",12664,"Knockbrack AR02",-9.3554,52.3357,"Ireland"
201632,"Beta-207373",980,40,"charcoal","Alnus/Prunus spinosa",12487,"Kilmaniheen West AR05",-9.3298,52.3532,"Ireland"
215832,"Beta-207728",3930,40,"charcoal","Fraxinus excelsior",12747,"Cahircalla Beg (AR126)",-9.0018,52.8233,"Ireland"
215833,"Beta-207729",2770,40,"charcoal","Fraxinus excelsior",12747,"Cahircalla Beg (AR126)",-8.9976,52.8263,"Ireland"
201633,"Beta-207730",1000,40,"grain (charred)","Cerealia",12748,"Cahircalla More (AR128)",-9.002,52.8269,"Ireland"
215834,"Beta-207731",3790,40,"charcoal","Fraxinus excelsior",12749,"Cahircalla More (AR127)",-9.0063,52.8276,"Ireland"
201634,"Beta-207732",2010,40,"charcoal","Fraxinus excelsior",12750,"Claureen (AR131)",-8.9872,52.8302,"Ireland"
201635,"Beta-207733",1870,40,"charcoal","Corylus avellana",12751,"Manusmore (AR100)",-8.9229,52.7988,"Ireland"
201636,"Beta-207734",2350,40,"charcoal","Corylus avellana",12752,"Manusmore (AR102)",-8.9293,52.8061,"Ireland"
215835,"Beta-207735",3490,40,"charcoal","Corylus avellana",12749,"Cahircalla More (AR127)",-9.0063,52.8276,"Ireland"
201638,"Beta-208267",1190,40,"bone","Homo sapiens",12763,"West Angle Bay",-5.1117,51.6844,"NWEnglandWales"
201639,"Beta-208268",1160,40,"bone","Homo sapiens",12763,"West Angle Bay",-5.1117,51.6844,"NWEnglandWales"
201640,"Beta-208628",560,60,"charcoal",,12764,"Tullymongan Lower",-7.3555,53.992,"Ireland"
201641,"Beta-208664",630,40,"charcoal",,12764,"Tullymongan Lower",-7.3555,53.992,"Ireland"
215836,"Beta-208665",3360,80,"charcoal",,11791,"Crossreagh East",-7.1804,54.1494,"Ireland"
215837,"Beta-209722",3080,70,"charcoal","Fraxinus excelsior",12856,"Priestsnewtown 6b",-6.0871,53.1198,"Ireland"
201651,"Beta-209723",2970,40,"charcoal","Fraxinus excelsior",12856,"Priestsnewtown 6b",-6.0888,53.1163,"Ireland"
201652,"Beta-209744",3550,40,"charcoal","Corylus avellana",12859,"Woodstown 5",-7.1878,52.2583,"Ireland"
201653,"Beta-209745",2810,40,"charcoal","Corylus avellana",12899,"GraceDieu West 1",-7.1579,52.2743,"Ireland"
215838,"Beta-209746",2800,40,"charcoal","Viburnum opulus",12899,"GraceDieu West 1",-7.1579,52.2743,"Ireland"
201654,"Beta-209747",2800,60,"wood","Quercus",12899,"GraceDieu West 1",-7.1579,52.2743,"Ireland"
201655,"Beta-209748",940,40,"charcoal","Corylus avellana",12916,"GraceDieu West 4",-7.1579,52.2743,"Ireland"
201656,"Beta-209749",970,40,"charcoal","Corylus avellana",12916,"GraceDieu West 4",-7.1579,52.2743,"Ireland"
201658,"Beta-209751",730,40,"charcoal","Betula",12918,"GraceDieu West 8",-7.1579,52.2743,"Ireland"
215839,"Beta-209752",3100,40,"charcoal","Corylus avellana",12918,"GraceDieu West 8",-7.1292,52.2568,"Ireland"
201659,"Beta-209753",2900,60,"charcoal","Alnus",12920,"Adamstown 1",-7.2297,52.2312,"Ireland"
201660,"Beta-209754",2890,70,"charcoal","Alnus",12920,"Adamstown 1",-7.2297,52.2312,"Ireland"
215840,"Beta-209755",3840,40,"wood","Viburnum opulus",12920,"Adamstown 1",-7.2297,52.2312,"Ireland"
201661,"Beta-209756",1890,70,"charcoal","Corylus avellana",12920,"Adamstown 1",-7.2193,52.2342,"Ireland"
201662,"Beta-209757",2400,50,"charcoal","Corylus avellana",12922,"Adamstown 2",-7.2297,52.2312,"Ireland"
201663,"Beta-209758",2880,40,"charcoal","Corylus avellana",12922,"Adamstown 2",-7.2297,52.2312,"Ireland"
201664,"Beta-209759",4090,90,"charcoal","Corylus avellana",12922,"Adamstown 2",-7.2297,52.2312,"Ireland"
215842,"Beta-209760",3290,60,"charcoal","Quercus",12923,"Adamstown 3",-7.2297,52.2312,"Ireland"
201665,"Beta-209761",3140,40,"charcoal","Corylus avellana",12923,"Adamstown 3",-7.2297,52.2312,"Ireland"
201666,"Beta-209762",2730,60,"charcoal","Fraxinus excelsior",12923,"Adamstown 3",-7.2297,52.2312,"Ireland"
201667,"Beta-209763",3000,70,"charcoal","Corylus avellana",12923,"Adamstown 3",-7.2297,52.2312,"Ireland"
201668,"Beta-209764",3070,70,"charcoal","Corylus avellana",12925,"Killoteran 7",-7.1478,52.247,"Ireland"
201669,"Beta-209765",900,40,"charcoal","Corylus avellana",12926,"Killoteran 8",-7.203,52.2409,"Ireland"
