"","LabID","Age","Error","Material","Taxa","d13C","Method","Longitude","Latitude","LocAccuracy","Period","SiteID","SiteName","Country","Province","Continent","Source","Reference","calib"
"66414","DRI3388",4394,54,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66415","DRI3389",4093,81,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66416","DRI3390",3818,60,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Hockett and Dillingham 2004","shcal20"
"66417","DRI3445",5744,310,"bone",NA,NA,NA,-70.320026,-18.549968,1,NA,NA,"Playa Miller 8","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66418","DRI3446",3618,83,"textile",NA,NA,NA,-70.317133,-18.489308,2,NA,NA,"MNHN 10988","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66419","DRI3447",3933,143,"textile",NA,NA,NA,-70.317133,-18.489308,2,NA,NA,"MNHN 10955","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66420","DRI3448",4633,55,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66421","DRI3449",5414,58,"plant",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66422","DRI3450",5434,59,"bone",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66423","DRI3451",4174,86,"plant",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66424","DRI3452",5438,170,"wood",NA,NA,NA,-70.296254,-18.461376,2,NA,NA,"Chinchorro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66425","DRI3454",3296,210,"plant",NA,NA,NA,-70.317133,-18.489308,2,NA,NA,"MNHN 11040","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"66426","DRI3455",4297,135,"plant",NA,NA,NA,-70.317133,-18.489308,2,NA,NA,"MNHN Caja 72","Chile",NA,"South America","Goldberg_2016","GPI Environmental 1998 Gold Canyon Ranch Approach report","shcal20"
"67163","ETH-18324",3960,103,"bone",NA,NA,NA,-70.296254,-18.461376,2,NA,NA,"Chinchorro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"67164","ETH-18326",2846,124,"hide",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Hockett and Dillingham 2004","shcal20"
"67512","ETH-3178",1085,90,"charcoal",NA,NA,"AMS",-68.712583,-16.437615,2,NA,NA,"Lukurmata","Bolivia",NA,"South America","Ziolkowski_et_al_1994","Graffam 1990:135","shcal20"
"67513","ETH-3179",1180,100,"charcoal",NA,NA,"AMS",-68.712583,-16.437615,2,NA,NA,"Lukurmata","Bolivia",NA,"South America","Ziolkowski_et_al_1994","Bermann 1994:266","shcal20"
"67514","ETH-3180",990,95,"charcoal",NA,NA,"AMS",-68.712583,-16.437615,2,NA,NA,"Lukurmata","Bolivia",NA,"South America","Ziolkowski_et_al_1994","Bermann 1994:266","shcal20"
"67837","ETH-5639",1170,60,"charcoal",NA,NA,"AMS",-68.672584,-16.555905,3,NA,NA,"Tiwanaku","Bolivia",NA,"South America","Ziolkowski_et_al_1994","Janusek 2003:36","shcal20"
"67838","ETH-5640",1170,65,"charcoal",NA,NA,"AMS",-68.672584,-16.555905,3,NA,NA,"Tiwanaku","Bolivia",NA,"South America","Ziolkowski_et_al_1994","Janusek 2003:36","shcal20"
"67889","ETH-6306",1460,60,"charcoal",NA,NA,"AMS",-68.672584,-16.555905,3,NA,NA,"Tiwanaku","Bolivia",NA,"South America","Ziolkowski_et_al_1994","Janusek 2003:36","shcal20"
"68041","ETH38144",4669,27,"plant",NA,NA,NA,-75.215905,-14.492267,2,NA,NA,"Pernil Alto PAP-266","Peru",NA,"South America","Goldberg_2016","Unkel 2012","shcal20"
"68042","ETH38145",4821,27,"plant",NA,NA,NA,-75.215905,-14.492267,2,NA,NA,"Pernil Alto PAP-266","Peru",NA,"South America","Goldberg_2016","Unkel 2012","shcal20"
"68043","ETH38146",4614,30,"charcoal",NA,NA,NA,-75.215905,-14.492267,2,NA,NA,"Pernil Alto PAP-266","Peru",NA,"South America","Goldberg_2016","Unkel 2012","shcal20"
"68044","ETH38147",4543,26,"charcoal",NA,NA,NA,-75.215905,-14.492267,2,NA,NA,"Pernil Alto PAP-266","Peru",NA,"South America","Goldberg_2016","Unkel 2012","shcal20"
"68045","ETH38226",2787,17,"wood",NA,NA,NA,-75.215905,-14.492267,2,NA,NA,"Pernil Alto PAP-266","Peru",NA,"South America","Goldberg_2016",NA,"shcal20"
"68803","GAK-2893",1590,170,"Hair",NA,NA,NA,-69.565488,-19.980554,2,NA,NA,"Tarapaca 40","Chile",NA,"South America","SCAR","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"68820","GAK-6052",7850,280,"plant",NA,NA,NA,-69.629271,-19.264637,2,NA,NA,"Tiliviche 1b","Chile",NA,"South America","Goldberg_2016","Nunez A. L. Moragas W. C. (1978). Ocupacion arcaica temprana en Tiliviche Norte de Chile (1 Region). Boletin Museo Arqueologico de La Serena 16 53-76.","shcal20"
"68861","GAK-9902",3290,230,"wood",NA,NA,NA,-70.317133,-18.489308,2,NA,NA,"Arica","Chile",NA,"South America","Goldberg_2016","Vera 1981  Rivera y Rothhammer 1986","shcal20"
"68862","GAK-9903",3060,110,"wood",NA,NA,NA,-70.317133,-18.489308,2,NA,NA,"Arica","Chile",NA,"South America","Goldberg_2016","Kigoshi 1967 61","shcal20"
"68867","GAK15083",5560,175,"wood",NA,NA,NA,-70.296254,-18.461376,2,NA,NA,"Chinchorro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"68868","GAK15084",6070,285,"wood",NA,NA,NA,-70.296254,-18.461376,2,NA,NA,"Chinchorro 1","Chile",NA,"South America","Goldberg_2016",NA,"shcal20"
"68870","GAK9902",5240,110,"wood",NA,NA,NA,-70.317133,-18.489308,2,NA,NA,"Arica","Chile",NA,"South America","Goldberg_2016","Vera 1981  Rivera y Rothhammer 1986","shcal20"
"68910","GIF 10630",2760,80,"charcoal",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada de los Burros","Peru",NA,"South America","RirisArroyoKalin2019","Legoupil 2003","shcal20"
"68934","GIF-10399",6110,80,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Gayo et al 2015","shcal20"
"68935","GIF-10401",8780,70,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Ziolkowski et al 1994","shcal20"
"68936","GIF-10402",8020,65,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Ziolkowski et al 1994","shcal20"
"68937","GIF-10403",9545,55,"shell",NA,NA,NA,-70.833333,-18.016667,1,NA,NA,"Quebrada de los Burros","Peru",NA,"South America","Pratesetal2020; SCAR","Fontugne et al 2004","shcal20"
"68938","GIF-10405",8430,90,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Ziolkowski et al 1994","shcal20"
"68939","GIF-10406",8890,70,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavall�e D. Julien M. B�arez P. Usselmann P. Fontugne M. & Bolanos A. (1999). Pescadores-recolectores arcaicos del extremo sur peruano. Excavaciones en La Quebrada de los burros (Tacna Per�). Primeros resultados 1995-1997. Bulletin de l'Institut fran�ais d'�tudes andines 28(1).","shcal20"
"68940","GIF-10407",8470,65,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Pollard 2011","shcal20"
"68943","GIF-10623-GIFA-97287",6460,60,"Charcoal",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Carre 2009","shcal20"
"68944","GIF-10624-GIFA-97288",6510,60,"Charcoal",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Carre 2009","shcal20"
"68945","GIF-10625-GIFA-97289",6630,70,"Charcoal",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68946","GIF-10626",7880,55,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68947","GIF-10628",9830,140,"Charcoal",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Gayo E. M. Latorre C. Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"68948","GIF-10629",3120,80,"Charcoal",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Gayo et al 2015","shcal20"
"68949","GIF-10631",2825,80,"Charcoal",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68950","GIF-10632",8730,70,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Carre 2009","shcal20"
"68951","GIF-10633",8160,70,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Carre 2009","shcal20"
"68952","GIF-10634",8040,105,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Carre 2009","shcal20"
"68953","GIF-10635",7320,80,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Gayo et al 2015","shcal20"
"68954","GIF-10636",6940,60,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68955","GIF-10637",6180,60,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68956","GIF-10638",5390,100,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68957","GIF-10639",4555,50,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68958","GIF-10640",4010,55,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68959","GIF-10641",3220,50,"organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Gayo et al 2015","shcal20"
"68960","GIF-10642",8650,70,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Ziolkowski et al 1994","shcal20"
"68961","GIF-10643",7390,50,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Ziolkowski et al 1994","shcal20"
"68962","GIF-10644",7105,55,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Ziolkowski et al 1994","shcal20"
"68963","GIF-10645",6595,75,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Ziolkowski et al 1994","shcal20"
"68964","GIF-10646",8125,30,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68965","GIF-10647",7160,80,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Gayo et al 2015","shcal20"
"68966","GIF-10648",3700,40,"Organic material",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Ziolkowski et al 1994","shcal20"
"68967","GIF-10649",6640,50,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Larsson 2019","shcal20"
"68972","GIF-10689",6845,30,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Engel 1964","shcal20"
"68973","GIF-10722",3595,90,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"68974","GIF-10723",9820,80,"shell",NA,NA,NA,-70.833333,-18.016667,1,NA,NA,"Quebrada de los Burros","Peru",NA,"South America","Pratesetal2020; SCAR","Andes 14C database","shcal20"
"68975","GIF-1076",2700,110,"plant",NA,NA,NA,-69.983333,-16.769167,2,NA,NA,"Kampa","Peru",NA,"South America","Goldberg_2016","Ziolkowski et al 1994","shcal20"
"68980","GIF-11002",7195,45,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavall�e D. Julien M. B�arez P. Usselmann P. Fontugne M. & Bola�os A. (1999). Pescadores-recolectores arcaicos del extremo sur peruano. Excavaciones en La Quebrada de los burros (Tacna Per�). Primeros resultados 1995-1997. Bulletin de l'Institut fran�ais d'�tudes andines 28 (1): 13-52.","shcal20"
"68981","GIF-11004",7735,40,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavall�e D. Julien M. B�arez P. Usselmann P. Fontugne M. & Bola�os A. (1999). Pescadores-recolectores arcaicos del extremo sur peruano. Excavaciones en La Quebrada de los burros (Tacna Per�). Primeros resultados 1995-1997. Bulletin de l'Institut fran�ais d'�tudes andines 28 (1): 13-52.","shcal20"
"69002","GIF-1657",4950,110,"shell",NA,NA,NA,-70.5333,-23.5167,2,NA,NA,"Caleta Abtao","Chile",NA,"South America","Goldberg_2016","Nunez 1983","shcal20"
"69003","GIF-1659",5350,120,"shell",NA,NA,NA,-70.5333,-23.5167,2,NA,NA,"Caleta Abtao","Chile",NA,"South America","Goldberg_2016","Radiocarbon 1966 74","shcal20"
"69145","GIF10400",8860,130,"Marine shell",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Ziolkowski et al 1994","shcal20"
"69146","GIF10630",2760,80,"Charcoal",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada Los Burros","Peru",NA,"South America","SCAR","Lavallee et al 1999","shcal20"
"69578","GIfA-100142",6090,110,"charcoal",NA,NA,NA,-70.833333,-18.016667,2,NA,NA,"Quebrada de los Burros","Peru",NA,"South America","Goldberg_2016","Prat S.  2011. PLoS ONE 6/6 e20834","shcal20"
"69597","GL30458",700,60,NA,NA,NA,NA,-71.362696,-17.512367,2,NA,NA,"Miraflores","Peru",NA,"South America","SCAR","Zaro & Umire. 2010","shcal20"
"69598","GL30460",640,50,NA,NA,NA,NA,-71.362696,-17.512367,2,NA,NA,"Miraflores","Peru",NA,"South America","SCAR","Zaro & Umire. 2005","shcal20"
"69599","GL30461",720,90,NA,NA,NA,NA,-71.362696,-17.512367,2,NA,NA,"Miraflores","Peru",NA,"South America","SCAR","Burleigh 1981 Burleigh 1983","shcal20"
"72495","GX-1210",3680,120,"charcoal",NA,NA,NA,-77.01,-12.01,2,NA,NA,"La Florida","Peru",NA,"South America","Goldberg_2016","Davis 1982; Reeves 1983: 263","shcal20"
"72594","GX-1345",2685,140,"plant",NA,NA,NA,-75.4,-13.55,2,NA,NA,"Cerrillos","Peru",NA,"South America","Goldberg_2016","Ziolkowski et al 1994","shcal20"
"72664","GX-15079",4635,90,"Human soft tissue",NA,NA,NA,-70.260556,-19.192778,2,NA,NA,"Camarones 8","Chile",NA,"South America","SCAR","Morrison 1989; Tauber 1968; Hamilton and Goebel 1999; Anderson 1988; Gerlach and Mason 1992; Dumond 1980; Lawn 1975","shcal20"
"72666","GX-15080",6780,110,"Wood",NA,NA,NA,-70.26312,-19.193922,2,NA,NA,"Camarones 17","Chile",NA,"South America","SCAR","Munoz et al 1993  Aufderheide et al 1993","shcal20"
"72667","GX-15081",6930,140,"Wood",NA,NA,NA,-70.26312,-19.193922,2,NA,NA,"Camarones 17","Chile",NA,"South America","SCAR","Aufderheide A. 1993 Reconstrucci�n Qu�mica de la Dieta del Hombre de Acha-2. En Acha - 2 y los Or�genes del Poblamiento Humano en Arica editado por I. Mu�oz B. Arriaza y A. Aufderheide pp. 65-80. Ediciones Universidad de Tarapac� Arica.","shcal20"
"72668","GX-15082",8970,255,"human soft tissue",NA,NA,NA,-70.343383,-18.34947,1,NA,NA,"Acha 2","Chile",NA,"South America","Pratesetal2020","Munoz et al 1993  Aufderheide et al 1993","shcal20"
"72669","GX-15083",5560,175,"Wood",NA,NA,NA,-70.296254,-18.461376,2,NA,NA,"Chinchorro 1","Chile",NA,"South America","SCAR","Munoz et al 1993  Aufderheide et al 1993","shcal20"
"72670","GX-15084",6070,285,"Wood",NA,NA,NA,-70.296254,-18.461376,2,NA,NA,"Chinchorro 1","Chile",NA,"South America","SCAR","Lamberg-Karlowsky 1970 132","shcal20"
"72742","GX-16097",2955,155,"Charcoal",NA,NA,NA,-70.208333,-19.593611,2,NA,NA,"Pisagua 7","Chile",NA,"South America","SCAR","Aufderheide et al 1994  Rivera 1994","shcal20"
"72743","GX-16098",2695,85,"Charcoal",NA,NA,NA,-70.208333,-19.593611,2,NA,NA,"Pisagua 7","Chile",NA,"South America","SCAR","Turpin and Eling 2017 An Expanded Inventory of Radiocarbon dates from the Lower Pecos�; Huebner1991","shcal20"
"72747","GX-1622",2850,105,"charcoal",NA,NA,NA,-76.52,-12.1,2,NA,NA,"Cardal","Peru",NA,"South America","Goldberg_2016","Ziolkowski et al 1994","shcal20"
"72748","GX-1623",2935,110,"wood",NA,NA,NA,-76.52,-12.1,2,NA,NA,"Cardal","Peru",NA,"South America","Goldberg_2016","Cox and Will 1999; Bourque 1995: 39","shcal20"
"72756","GX-1643",1935,110,"Charcoal",NA,NA,NA,-68.6509,-22.3346,2,NA,NA,"RAnL-216","Chile",NA,"South America","SCAR","Cox and Will 1999; Bourque 1995: 39","shcal20"
"72758","GX-1644",1845,105,"Camelid leader & fiber",NA,NA,NA,-68.6509,-22.3346,2,NA,NA,"RAnL-100","Chile",NA,"South America","SCAR","Turpin et al 1992; Turpin et al 1997; Perttula 2004","shcal20"
"72790","GX-17019",4120,75,"Human soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","SCAR","Wilmeth 1978; Gordon 1996; Morrison 1979; Faunmap 4187; Harington 2003: 411; McGhee 1970","shcal20"
"72835","GX-17464",4750,155,"Wood",NA,NA,NA,-70.297489,-18.462594,2,NA,NA,"Maderas Enco","Chile",NA,"South America","SCAR","Gayo et al 2015","shcal20"
"72836","GX-17464a",2800,155,"wood",NA,NA,NA,-70.297489,-18.462594,2,NA,NA,"Maderas Enco","Chile",NA,"South America","Goldberg_2016","Dincauze 1971 1977","shcal20"
"72877","GX-182260",4310,145,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Aufderheide et al 2002","shcal20"
"72878","GX-18255",1570,220,"Human soft tissue",NA,NA,NA,-70.187611,-18.524323,2,NA,NA,"Azapa 75","Chile",NA,"South America","SCAR","Munoz et al 1993  Rivera 1994","shcal20"
"72879","GX-18259",3880,70,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"72880","GX-18260",2360,145,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Gayo et al 2015","shcal20"
"72881","GX-18261",3750,140,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Gayo et al 2015","shcal20"
"72882","GX-18262",3895,75,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"72883","GX-18263",2060,75,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Ziolkowski et al 1994","shcal20"
"72884","GX-1833",3700,110,"unknown",NA,NA,NA,-76.767,-12.433,2,NA,NA,"Quipa/Chilca Village 304","Peru",NA,"South America","Goldberg_2016","Linseele V. 2007","shcal20"
"72888","GX-185",3890,90,"charcoal",NA,NA,NA,-75.4,-14.27,2,NA,NA,"Erizo","Peru",NA,"South America","Goldberg_2016","Houston 1993; Steinbring and Buchner 1993","shcal20"
"72896","GX-186",3820,85,"charcoal",NA,NA,NA,-75.4,-14.27,2,NA,NA,"Erizo","Peru",NA,"South America","Goldberg_2016","Jolie et al 2011","shcal20"
"72899","GX-187",3745,165,"charcoal",NA,NA,NA,-75.7,-14.1,1,NA,NA,"Ica","Peru",NA,"South America","Goldberg_2016","Hoffman 1988","shcal20"
"72914","GX-19200",2297,73,"algarrobo seed",NA,NA,NA,-69.3106,-20.997,2,NA,NA,"Ramaditas","Chile",NA,"South America","SCAR","Graffam et al 1996","shcal20"
"72915","GX-19201",2480,100,"Charcoal",NA,NA,NA,-69.3106,-20.997,2,NA,NA,"Ramaditas","Chile",NA,"South America","SCAR","Graffam et al 1996","shcal20"
"72916","GX-19202",2735,255,"algarrobo",NA,NA,NA,-69.3106,-20.997,2,NA,NA,"Ramaditas","Chile",NA,"South America","SCAR","Dincauze 1971 1977","shcal20"
"72958","GX-202",3610,80,"charcoal",NA,NA,NA,-76.767,-12.433,2,NA,NA,"Quipa/Chilca Village 304","Peru",NA,"South America","Goldberg_2016","Ziolkowski M. S. Pazdur M. Krzanowski A. & Michczynski A. (1994). Andes radiocarbon database for Bolivia Ecuador and Peru. Varsovia-Gliwice Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics Silesian Technical University.","shcal20"
"72965","GX-203",3330,240,"charcoal",NA,NA,NA,-72.01,-13.28,2,NA,NA,"Chanapata","Peru",NA,"South America","Goldberg_2016","Stahl 1994","shcal20"
"73005","GX-2135",3022,160,"charcoal",NA,NA,NA,-73.8367242,-12.5368647,2,NA,NA,"Granja de Sivia","Peru",NA,"South America","RirisArroyoKalin2019","Lopez Bayen  La grotte du bois laiterie: Du Magdal��Onien au M��Osolithique diff��Orences complementaires Notae Praehistorica 16 pp. 63-74 Meiklejohn C.  2014 Mesolithic Miscellany 22: 10-39","shcal20"
"73019","GX-217",2280,110,"charcoal",NA,NA,NA,-76.767,-12.433,2,NA,NA,"Quipa/Chilca Village 304","Peru",NA,"South America","Goldberg_2016","Bigelow and Powers 2001; Erlandson et al. 1991; Cook 1969 1996: 327","shcal20"
"73022","GX-21725",2210,55,"Maize",NA,NA,NA,-69.3106,-20.997,2,NA,NA,"Ramaditas","Chile",NA,"South America","SCAR","Linseele V. 2007","shcal20"
"73031","GX-218",5890,145,"plant",NA,NA,NA,-76.267,-13.883,2,NA,NA,"Paracas Village 154","Peru",NA,"South America","Goldberg_2016","Eubar","shcal20"
"73057","GX-22428",1625,70,"Charcoal",NA,NA,NA,-70.1789,-20.8196,2,NA,NA,"Patache A","Chile",NA,"South America","SCAR","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"73058","GX-22429",3715,90,"wood",NA,NA,NA,-70.100253,-20.296362,1,NA,NA,"Patache","Chile",NA,"South America","Goldberg_2016","Aigner 1976; Laughlin 1975","shcal20"
"73060","GX-22430",3880,105,"charcoal",NA,NA,NA,-70.100253,-20.296362,1,NA,NA,"Patache","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"73061","GX-22431",2145,75,"hide",NA,NA,NA,-70.100253,-20.296362,1,NA,NA,"Patache","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"73062","GX-22432",3995,145,"charcoal",NA,NA,NA,-70.100253,-20.296362,1,NA,NA,"Patache","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"73063","GX-22433",6370,110,"charcoal",NA,NA,NA,-70.100253,-20.296362,1,NA,NA,"Patache","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"73064","GX-22434",2870,145,"charcoal",NA,NA,NA,-70.100253,-20.296362,1,NA,NA,"Patache","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"73065","GX-22435",2575,90,"charcoal",NA,NA,NA,-70.100253,-20.296362,1,NA,NA,"Patache","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"73066","GX-22436",3210,145,"charcoal",NA,NA,NA,-70.100253,-20.296362,1,NA,NA,"Patache","Chile",NA,"South America","Goldberg_2016","Moragas com personal 2007","shcal20"
